"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 12, 2010","1,662.74","1,666.59","1,666.86","1,653.03","368.69M","0.37%"
"Mar 11, 2010","1,656.62","1,670.82","1,672.48","1,656.48","527.08M","-0.34%"
"Mar 10, 2010","1,662.24","1,662.00","1,662.88","1,653.69","499.73M","0.08%"
"Mar 09, 2010","1,660.83","1,657.94","1,661.26","1,653.98","634.37M","0.05%"
"Mar 08, 2010","1,660.04","1,653.54","1,660.28","1,649.67","367.33M","1.56%"
"Mar 05, 2010","1,634.57","1,624.80","1,634.57","1,624.74","343.85M","1.01%"
"Mar 04, 2010","1,618.20","1,625.35","1,631.10","1,612.47","382.60M","-0.26%"
"Mar 03, 2010","1,622.44","1,615.25","1,622.63","1,611.35","403.09M","0.45%"
"Mar 02, 2010","1,615.12","1,612.43","1,620.15","1,608.97","414.64M","1.29%"
"Feb 26, 2010","1,594.58","1,593.73","1,596.55","1,580.70","331.11M","0.45%"
"Feb 25, 2010","1,587.51","1,620.25","1,621.84","1,582.22","402.74M","-1.57%"
"Feb 24, 2010","1,612.83","1,616.55","1,618.46","1,606.24","389.97M","-0.99%"
"Feb 23, 2010","1,628.90","1,626.75","1,630.45","1,616.04","351.60M","0.11%"
"Feb 22, 2010","1,627.10","1,617.16","1,630.51","1,617.16","306.73M","2.08%"
"Feb 19, 2010","1,593.90","1,611.09","1,623.25","1,592.92","345.32M","-1.68%"
"Feb 18, 2010","1,621.19","1,630.89","1,631.71","1,618.81","313.66M","-0.38%"
"Feb 17, 2010","1,627.43","1,619.04","1,628.31","1,618.27","383.25M","1.65%"
"Feb 16, 2010","1,601.05","1,589.97","1,608.86","1,586.87","275.01M","0.46%"
"Feb 12, 2010","1,593.66","1,595.95","1,598.41","1,577.89","291.82M","-0.26%"
"Feb 11, 2010","1,597.81","1,574.95","1,600.41","1,574.77","393.06M","1.76%"
"Feb 10, 2010","1,570.12","1,578.83","1,581.56","1,565.79","435.67M","-0.02%"
"Feb 09, 2010","1,570.49","1,550.80","1,571.96","1,549.11","433.30M","1.14%"
"Feb 08, 2010","1,552.79","1,565.24","1,566.30","1,548.78","444.93M","-0.91%"
"Feb 05, 2010","1,567.12","1,567.59","1,575.16","1,560.99","460.10M","-3.05%"
"Feb 04, 2010","1,616.42","1,615.48","1,619.37","1,607.87","396.39M","0.09%"
"Feb 03, 2010","1,615.02","1,614.16","1,618.86","1,602.55","437.34M","1.20%"
"Feb 02, 2010","1,595.81","1,618.60","1,618.60","1,591.24","434.12M","-0.66%"
"Feb 01, 2010","1,606.44","1,603.87","1,611.99","1,590.80","381.73M","0.25%"
"Jan 29, 2010","1,602.43","1,621.00","1,626.57","1,595.39","473.36M","-2.44%"
"Jan 28, 2010","1,642.43","1,632.58","1,649.46","1,619.26","478.79M","1.04%"
"Jan 27, 2010","1,625.48","1,641.88","1,643.64","1,620.55","446.13M","-0.72%"
"Jan 26, 2010","1,637.34","1,670.47","1,671.66","1,626.98","576.33M","-1.97%"
"Jan 25, 2010","1,670.20","1,662.77","1,681.83","1,660.58","584.20M","-0.84%"
"Jan 22, 2010","1,684.35","1,696.21","1,706.09","1,665.60","614.24M","-2.19%"
"Jan 21, 2010","1,722.01","1,700.53","1,722.01","1,695.18","542.57M","0.45%"
"Jan 20, 2010","1,714.38","1,723.01","1,723.01","1,708.58","694.87M","0.24%"
"Jan 19, 2010","1,710.22","1,719.41","1,723.22","1,706.73","383.08M","-0.09%"
"Jan 18, 2010","1,711.78","1,696.14","1,716.62","1,688.89","419.93M","0.59%"
"Jan 15, 2010","1,701.80","1,694.65","1,704.43","1,686.12","414.86M","0.95%"
"Jan 14, 2010","1,685.77","1,680.68","1,692.78","1,677.46","433.12M","0.86%"
"Jan 13, 2010","1,671.41","1,683.51","1,687.58","1,671.11","360.84M","-1.60%"
"Jan 12, 2010","1,698.64","1,695.83","1,701.16","1,683.29","382.86M","0.27%"
"Jan 11, 2010","1,694.12","1,700.79","1,705.73","1,694.12","405.12M","-0.07%"
"Jan 08, 2010","1,695.26","1,694.06","1,695.26","1,668.84","379.14M","0.70%"
"Jan 07, 2010","1,683.45","1,702.92","1,707.90","1,683.45","461.56M","-1.28%"
"Jan 06, 2010","1,705.32","1,697.88","1,706.89","1,696.10","425.41M","0.87%"
"Jan 05, 2010","1,690.62","1,701.62","1,702.39","1,686.45","407.63M","-0.33%"
"Jan 04, 2010","1,696.14","1,681.71","1,696.14","1,681.71","295.65M","0.79%"
"Dec 30, 2009","1,682.77","1,670.19","1,682.77","1,661.11","326.03M","0.62%"
"Dec 29, 2009","1,672.48","1,674.96","1,683.05","1,662.07","317.30M","-0.78%"
"Dec 28, 2009","1,685.59","1,695.19","1,695.33","1,679.56","387.99M","0.19%"
"Dec 24, 2009","1,682.34","1,663.66","1,687.08","1,662.31","329.67M","1.26%"
"Dec 23, 2009","1,661.35","1,661.44","1,661.68","1,654.87","370.58M","0.35%"
"Dec 22, 2009","1,655.54","1,656.18","1,658.10","1,647.21","471.01M","0.69%"
"Dec 21, 2009","1,644.23","1,646.32","1,650.89","1,637.23","285.10M","-0.17%"
"Dec 18, 2009","1,647.04","1,639.25","1,651.02","1,632.09","263.43M","-0.05%"
"Dec 17, 2009","1,647.84","1,663.65","1,664.65","1,647.66","375.80M","-0.99%"
"Dec 16, 2009","1,664.24","1,666.16","1,670.10","1,652.10","369.16M","-0.10%"
"Dec 15, 2009","1,665.85","1,659.77","1,667.73","1,657.85","363.92M","0.06%"
"Dec 14, 2009","1,664.77","1,662.74","1,664.85","1,644.75","410.68M","0.47%"
"Dec 11, 2009","1,656.90","1,650.57","1,664.05","1,641.54","437.68M","0.25%"
"Dec 10, 2009","1,652.73","1,635.58","1,652.73","1,612.71","468.86M","1.14%"
"Dec 09, 2009","1,634.17","1,615.65","1,634.17","1,609.81","353.41M","0.39%"
"Dec 08, 2009","1,627.78","1,630.78","1,638.22","1,622.31","354.28M","-0.30%"
"Dec 07, 2009","1,632.65","1,633.30","1,635.72","1,625.44","265.70M","0.49%"
"Dec 04, 2009","1,624.76","1,609.07","1,629.80","1,608.39","280.34M","0.60%"
"Dec 03, 2009","1,615.00","1,597.31","1,615.00","1,594.50","277.32M","1.47%"
"Dec 02, 2009","1,591.63","1,582.62","1,597.12","1,579.99","328.08M","1.40%"
"Dec 01, 2009","1,569.72","1,550.35","1,569.72","1,541.09","302.52M","0.91%"
"Nov 30, 2009","1,555.60","1,547.65","1,566.51","1,547.65","308.19M","2.04%"
"Nov 27, 2009","1,524.50","1,574.56","1,581.44","1,519.40","388.09M","-4.69%"
"Nov 26, 2009","1,599.52","1,606.73","1,621.21","1,599.51","280.59M","-0.77%"
"Nov 25, 2009","1,611.88","1,608.83","1,614.90","1,599.08","284.27M","0.34%"
"Nov 24, 2009","1,606.42","1,626.93","1,627.11","1,601.14","395.11M","-0.78%"
"Nov 23, 2009","1,619.05","1,623.80","1,630.41","1,611.73","254.09M","-0.10%"
"Nov 20, 2009","1,620.60","1,613.28","1,624.90","1,612.32","255.15M","0.00%"
"Nov 19, 2009","1,620.54","1,608.94","1,625.35","1,608.58","277.49M","1.03%"
"Nov 18, 2009","1,603.97","1,595.88","1,612.63","1,594.86","279.01M","1.13%"
"Nov 17, 2009","1,585.98","1,599.79","1,602.67","1,585.97","294.74M","-0.41%"
"Nov 16, 2009","1,592.47","1,577.63","1,592.48","1,566.83","244.42M","1.30%"
"Nov 13, 2009","1,571.99","1,581.60","1,587.07","1,561.93","259.14M","-0.05%"
"Nov 12, 2009","1,572.73","1,598.55","1,603.01","1,572.72","281.04M","-1.39%"
"Nov 11, 2009","1,594.82","1,590.44","1,594.82","1,574.78","262.92M","0.79%"
"Nov 10, 2009","1,582.30","1,595.33","1,600.41","1,580.03","276.51M","0.35%"
"Nov 09, 2009","1,576.79","1,577.92","1,592.10","1,573.36","245.63M","0.28%"
"Nov 06, 2009","1,572.46","1,577.64","1,577.64","1,565.48","253.85M","1.30%"
"Nov 05, 2009","1,552.24","1,568.67","1,571.80","1,551.94","203.57M","-1.75%"
"Nov 04, 2009","1,579.93","1,556.02","1,579.93","1,550.73","266.73M","1.94%"
"Nov 03, 2009","1,549.92","1,562.10","1,565.01","1,549.10","273.88M","-0.59%"
"Nov 02, 2009","1,559.09","1,543.24","1,570.15","1,543.24","288.54M","-1.37%"
"Oct 30, 2009","1,580.69","1,605.12","1,605.12","1,580.69","272.07M","-0.33%"
"Oct 29, 2009","1,585.85","1,584.52","1,587.19","1,564.41","371.70M","-1.48%"
"Oct 28, 2009","1,609.71","1,648.80","1,652.46","1,604.01","368.83M","-2.41%"
"Oct 27, 2009","1,649.53","1,646.76","1,651.63","1,637.15","334.19M","-0.46%"
"Oct 26, 2009","1,657.11","1,634.33","1,663.03","1,633.92","313.33M","1.03%"
"Oct 23, 2009","1,640.17","1,643.62","1,647.27","1,633.11","330.17M","0.60%"
"Oct 22, 2009","1,630.33","1,638.01","1,650.03","1,623.96","386.00M","-1.42%"
"Oct 21, 2009","1,653.86","1,649.81","1,664.52","1,645.56","365.34M","-0.32%"
"Oct 20, 2009","1,659.15","1,663.95","1,665.65","1,649.27","401.15M","0.61%"
"Oct 19, 2009","1,649.07","1,633.34","1,649.69","1,614.85","278.20M","0.53%"
"Oct 16, 2009","1,640.36","1,656.07","1,667.49","1,638.49","370.21M","-1.12%"
"Oct 15, 2009","1,658.99","1,661.69","1,672.08","1,653.33","372.68M","0.60%"
"Oct 14, 2009","1,649.09","1,642.10","1,653.22","1,637.78","410.16M","1.24%"
"Oct 13, 2009","1,628.93","1,634.49","1,642.78","1,614.46","418.25M","-0.66%"
"Oct 12, 2009","1,639.81","1,660.19","1,661.37","1,631.59","412.57M","-0.42%"
"Oct 09, 2009","1,646.79","1,622.12","1,648.98","1,614.61","439.62M","1.94%"
"Oct 08, 2009","1,615.46","1,607.86","1,615.46","1,591.15","376.37M","1.09%"
"Oct 07, 2009","1,598.00","1,619.07","1,625.11","1,598.00","409.93M","-0.03%"
"Oct 06, 2009","1,598.44","1,620.31","1,626.02","1,590.47","389.82M","-0.53%"
"Oct 05, 2009","1,606.90","1,622.10","1,629.01","1,603.71","318.64M","-2.29%"
"Oct 01, 2009","1,644.63","1,680.46","1,685.01","1,629.55","336.78M","-1.70%"
"Sep 30, 2009","1,673.14","1,688.60","1,704.24","1,665.90","369.46M","-1.00%"
"Sep 29, 2009","1,690.05","1,695.94","1,696.71","1,680.69","343.34M","0.87%"
"Sep 28, 2009","1,675.55","1,678.57","1,685.34","1,668.97","350.99M","-0.94%"
"Sep 25, 2009","1,691.48","1,686.41","1,691.71","1,662.52","391.17M","-0.14%"
"Sep 24, 2009","1,693.88","1,706.19","1,715.55","1,680.96","420.66M","-1.03%"
"Sep 23, 2009","1,711.47","1,723.03","1,723.17","1,705.98","502.58M","-0.43%"
"Sep 22, 2009","1,718.88","1,701.96","1,720.73","1,701.57","447.55M","1.38%"
"Sep 21, 2009","1,695.50","1,700.56","1,709.34","1,691.92","516.83M","-0.25%"
"Sep 18, 2009","1,699.71","1,695.17","1,713.22","1,691.64","499.34M","0.25%"
"Sep 17, 2009","1,695.47","1,700.19","1,704.88","1,682.04","526.69M","0.72%"
"Sep 16, 2009","1,683.33","1,660.43","1,693.84","1,660.43","567.19M","1.81%"
"Sep 15, 2009","1,653.40","1,646.29","1,654.92","1,640.87","548.20M","1.13%"
"Sep 14, 2009","1,634.91","1,653.17","1,653.59","1,628.96","428.27M","-1.02%"
"Sep 11, 2009","1,651.70","1,644.31","1,653.77","1,639.83","512.63M","0.43%"
"Sep 10, 2009","1,644.68","1,615.71","1,644.68","1,613.76","580.10M","2.30%"
"Sep 09, 2009","1,607.77","1,622.25","1,622.81","1,602.69","516.61M","-0.74%"
"Sep 08, 2009","1,619.69","1,616.48","1,622.73","1,610.91","522.36M","0.69%"
"Sep 07, 2009","1,608.57","1,618.79","1,619.98","1,601.04","410.38M","-0.02%"
"Sep 04, 2009","1,608.90","1,623.07","1,623.07","1,597.20","593.83M","-0.29%"
"Sep 03, 2009","1,613.53","1,614.53","1,620.06","1,605.96","491.55M","0.02%"
"Sep 02, 2009","1,613.16","1,598.66","1,622.82","1,592.48","560.42M","-0.61%"
"Sep 01, 2009","1,623.06","1,592.29","1,624.34","1,583.11","443.44M","1.96%"
"Aug 31, 2009","1,591.85","1,607.61","1,611.65","1,580.28","442.82M","-1.00%"
"Aug 28, 2009","1,607.94","1,612.93","1,616.29","1,599.68","454.58M","0.54%"
"Aug 27, 2009","1,599.33","1,608.83","1,614.07","1,590.98","425.51M","-0.92%"
"Aug 26, 2009","1,614.12","1,607.70","1,615.05","1,602.40","450.31M","0.80%"
"Aug 25, 2009","1,601.38","1,603.03","1,610.33","1,596.00","460.17M","-0.67%"
"Aug 24, 2009","1,612.22","1,604.31","1,614.05","1,602.34","540.20M","1.98%"
"Aug 21, 2009","1,580.98","1,582.61","1,590.15","1,564.45","513.14M","0.29%"
"Aug 20, 2009","1,576.39","1,559.99","1,577.08","1,544.50","454.19M","1.97%"
"Aug 19, 2009","1,545.96","1,555.03","1,564.90","1,545.93","520.72M","-0.28%"
"Aug 18, 2009","1,550.24","1,534.22","1,560.73","1,530.65","597.37M","0.21%"
"Aug 17, 2009","1,547.06","1,588.73","1,588.73","1,541.74","593.84M","-2.79%"
"Aug 14, 2009","1,591.41","1,582.21","1,594.46","1,579.17","604.45M","1.71%"
"Aug 13, 2009","1,564.64","1,578.95","1,581.34","1,564.64","560.28M","-0.05%"
"Aug 12, 2009","1,565.35","1,571.74","1,571.74","1,552.51","506.96M","-0.88%"
"Aug 11, 2009","1,579.21","1,572.33","1,580.44","1,570.51","571.13M","0.20%"
"Aug 10, 2009","1,576.11","1,585.35","1,588.15","1,573.22","489.76M","0.01%"
"Aug 07, 2009","1,576.00","1,563.13","1,576.80","1,559.18","476.45M","0.70%"
"Aug 06, 2009","1,565.04","1,555.64","1,572.17","1,546.50","490.96M","0.36%"
"Aug 05, 2009","1,559.47","1,571.71","1,575.03","1,557.79","492.85M","-0.44%"
"Aug 04, 2009","1,566.37","1,576.95","1,586.12","1,558.47","588.37M","0.09%"
"Aug 03, 2009","1,564.98","1,561.94","1,570.01","1,554.77","489.08M","0.49%"
"Jul 31, 2009","1,557.29","1,543.05","1,559.07","1,536.86","465.62M","1.47%"
"Jul 30, 2009","1,534.74","1,524.56","1,535.36","1,511.13","430.33M","0.68%"
"Jul 29, 2009","1,524.32","1,524.08","1,529.80","1,516.03","485.14M","-0.11%"
"Jul 28, 2009","1,526.03","1,521.49","1,528.55","1,518.50","429.65M","0.13%"
"Jul 27, 2009","1,524.05","1,510.75","1,529.26","1,505.85","503.20M","1.43%"
"Jul 24, 2009","1,502.59","1,508.32","1,510.82","1,496.89","531.09M","0.41%"
"Jul 23, 2009","1,496.49","1,495.39","1,504.70","1,484.83","641.58M","0.16%"
"Jul 22, 2009","1,494.04","1,492.37","1,496.49","1,485.04","505.95M","0.34%"
"Jul 21, 2009","1,488.99","1,489.45","1,496.87","1,480.64","513.09M","0.71%"
"Jul 20, 2009","1,478.51","1,447.85","1,480.49","1,447.11","503.94M","2.67%"
"Jul 17, 2009","1,440.10","1,443.49","1,445.60","1,432.80","402.81M","0.55%"
"Jul 16, 2009","1,432.22","1,438.02","1,442.10","1,426.51","422.38M","0.80%"
"Jul 15, 2009","1,420.86","1,402.76","1,422.41","1,402.28","396.40M","2.55%"
"Jul 14, 2009","1,385.56","1,400.53","1,402.00","1,377.60","425.36M","0.54%"
"Jul 13, 2009","1,378.12","1,426.31","1,426.31","1,378.12","444.11M","-3.53%"
"Jul 10, 2009","1,428.62","1,435.52","1,436.50","1,415.99","454.72M","-0.16%"
"Jul 09, 2009","1,430.89","1,428.74","1,443.81","1,426.41","434.39M","-0.01%"
"Jul 08, 2009","1,431.02","1,424.92","1,431.02","1,412.68","433.38M","-0.22%"
"Jul 07, 2009","1,434.20","1,434.47","1,439.57","1,426.95","450.99M","0.37%"
"Jul 06, 2009","1,428.94","1,419.17","1,434.31","1,416.20","379.95M","0.63%"
"Jul 03, 2009","1,420.04","1,389.93","1,420.04","1,389.39","397.39M","0.61%"
"Jul 02, 2009","1,411.48","1,419.15","1,419.15","1,403.18","462.97M","-0.01%"
"Jul 01, 2009","1,411.66","1,386.33","1,414.79","1,381.09","503.63M","1.55%"
"Jun 30, 2009","1,390.07","1,402.30","1,409.10","1,385.76","469.82M","0.12%"
"Jun 29, 2009","1,388.45","1,399.64","1,408.94","1,386.03","422.60M","-0.44%"
"Jun 26, 2009","1,394.53","1,401.57","1,404.01","1,388.38","423.78M","0.13%"
"Jun 25, 2009","1,392.73","1,366.78","1,402.35","1,366.78","446.37M","2.12%"
"Jun 24, 2009","1,363.79","1,366.01","1,370.00","1,350.31","430.91M","0.24%"
"Jun 23, 2009","1,360.54","1,369.87","1,374.44","1,354.98","497.74M","-2.80%"
"Jun 22, 2009","1,399.71","1,381.85","1,399.92","1,379.75","400.40M","1.18%"
"Jun 19, 2009","1,383.34","1,386.52","1,388.75","1,369.76","468.02M","0.55%"
"Jun 18, 2009","1,375.76","1,390.22","1,396.75","1,371.38","496.91M","-1.11%"
"Jun 17, 2009","1,391.17","1,391.97","1,397.21","1,384.13","453.70M","-0.57%"
"Jun 16, 2009","1,399.15","1,394.70","1,410.01","1,389.33","472.60M","-0.94%"
"Jun 15, 2009","1,412.42","1,427.75","1,427.75","1,401.19","432.79M","-1.13%"
"Jun 12, 2009","1,428.59","1,428.87","1,436.23","1,416.50","506.64M","0.65%"
"Jun 11, 2009","1,419.39","1,411.92","1,435.28","1,407.50","483.72M","0.32%"
"Jun 10, 2009","1,414.88","1,379.61","1,414.88","1,376.46","497.18M","3.14%"
"Jun 09, 2009","1,371.84","1,406.66","1,410.00","1,371.52","477.66M","-1.54%"
"Jun 08, 2009","1,393.30","1,394.23","1,411.27","1,387.41","513.52M","-0.10%"
"Jun 05, 2009","1,394.71","1,392.63","1,394.71","1,373.24","509.06M","1.20%"
"Jun 04, 2009","1,378.14","1,410.24","1,411.11","1,375.94","579.34M","-2.60%"
"Jun 03, 2009","1,414.89","1,423.80","1,427.05","1,402.76","728.12M","0.14%"
"Jun 02, 2009","1,412.85","1,437.15","1,437.76","1,411.62","692.21M","-0.16%"
"Jun 01, 2009","1,415.10","1,394.92","1,415.10","1,384.45","552.56M","1.38%"
"May 29, 2009","1,395.89","1,393.25","1,398.44","1,380.68","540.48M","0.27%"
"May 28, 2009","1,392.17","1,355.89","1,392.17","1,345.10","633.96M","2.21%"
"May 27, 2009","1,362.02","1,394.74","1,396.77","1,360.30","776.68M","-0.73%"
"May 26, 2009","1,372.04","1,407.58","1,409.29","1,361.58","655.67M","-2.06%"
"May 25, 2009","1,400.90","1,393.99","1,414.14","1,315.21","823.95M","-0.20%"
"May 22, 2009","1,403.75","1,406.27","1,431.32","1,402.80","675.43M","-1.26%"
"May 21, 2009","1,421.65","1,431.03","1,433.07","1,412.73","867.11M","-0.98%"
"May 20, 2009","1,435.70","1,427.98","1,436.92","1,424.60","698.22M","0.52%"
"May 19, 2009","1,428.21","1,416.95","1,428.21","1,411.89","767.49M","2.99%"
"May 18, 2009","1,386.68","1,385.71","1,387.20","1,366.58","552.16M","-0.36%"
"May 15, 2009","1,391.73","1,395.15","1,399.84","1,385.83","702.59M","0.78%"
"May 14, 2009","1,380.95","1,395.60","1,400.38","1,380.91","700.68M","-2.37%"
"May 13, 2009","1,414.52","1,409.59","1,414.63","1,400.35","713.76M","0.78%"
"May 12, 2009","1,403.51","1,406.44","1,411.21","1,395.91","770.48M","-0.82%"
"May 11, 2009","1,415.16","1,416.42","1,420.31","1,405.42","681.35M","0.21%"
"May 08, 2009","1,412.13","1,400.47","1,412.14","1,390.83","731.95M","0.79%"
"May 07, 2009","1,401.08","1,414.55","1,415.48","1,389.82","769.66M","0.55%"
"May 06, 2009","1,393.45","1,399.82","1,408.57","1,385.35","738.45M","-0.32%"
"May 04, 2009","1,397.92","1,386.02","1,397.92","1,381.12","748.80M","2.09%"
"Apr 30, 2009","1,369.36","1,353.67","1,377.82","1,350.46","811.19M","2.31%"
"Apr 29, 2009","1,338.42","1,310.62","1,338.43","1,299.98","598.74M","2.94%"
"Apr 28, 2009","1,300.24","1,344.77","1,353.80","1,298.86","756.89M","-2.95%"
"Apr 27, 2009","1,339.83","1,358.20","1,366.66","1,334.02","544.57M","-1.05%"
"Apr 24, 2009","1,354.10","1,371.81","1,375.80","1,343.55","679.98M","-1.07%"
"Apr 23, 2009","1,368.80","1,367.30","1,371.95","1,353.16","745.63M","0.94%"
"Apr 22, 2009","1,356.02","1,347.79","1,360.41","1,336.41","728.67M","1.44%"
"Apr 21, 2009","1,336.81","1,307.95","1,338.48","1,303.22","636.48M","0.03%"
"Apr 20, 2009","1,336.39","1,331.76","1,338.90","1,311.73","562.16M","0.56%"
"Apr 17, 2009","1,329.00","1,354.93","1,360.90","1,316.11","789.97M","-0.58%"
"Apr 16, 2009","1,336.72","1,356.88","1,371.28","1,334.65","743.49M","0.27%"
"Apr 15, 2009","1,333.09","1,321.60","1,341.32","1,305.16","806.90M","-0.71%"
"Apr 14, 2009","1,342.63","1,353.25","1,356.31","1,323.64","932.09M","0.33%"
"Apr 13, 2009","1,338.26","1,341.74","1,353.27","1,328.99","815.03M","0.17%"
"Apr 10, 2009","1,336.04","1,340.87","1,355.69","1,319.52","918.35M","1.50%"
"Apr 09, 2009","1,316.35","1,274.03","1,317.29","1,272.02","932.08M","4.30%"
"Apr 08, 2009","1,262.07","1,284.98","1,287.59","1,260.73","750.81M","-2.93%"
"Apr 07, 2009","1,300.10","1,296.32","1,304.28","1,282.41","686.33M","0.17%"
"Apr 06, 2009","1,297.85","1,292.42","1,315.30","1,292.42","724.90M","1.10%"
"Apr 03, 2009","1,283.75","1,288.56","1,292.60","1,274.45","617.72M","0.53%"
"Apr 02, 2009","1,276.97","1,254.38","1,278.56","1,249.94","730.14M","3.54%"
"Apr 01, 2009","1,233.36","1,214.06","1,238.04","1,201.71","585.47M","2.25%"
"Mar 31, 2009","1,206.26","1,205.98","1,228.21","1,203.16","502.32M","0.73%"
"Mar 30, 2009","1,197.46","1,239.80","1,244.78","1,196.32","524.79M","-3.24%"
"Mar 27, 2009","1,237.51","1,248.70","1,256.70","1,233.95","701.51M","-0.51%"
"Mar 26, 2009","1,243.80","1,226.51","1,243.97","1,216.49","586.55M","1.20%"
"Mar 25, 2009","1,229.02","1,216.29","1,229.02","1,211.20","494.38M","0.60%"
"Mar 24, 2009","1,221.70","1,225.94","1,225.94","1,205.08","512.21M","1.85%"
"Mar 23, 2009","1,199.50","1,179.60","1,201.23","1,179.13","461.18M","2.44%"
"Mar 20, 2009","1,170.94","1,165.03","1,180.38","1,163.59","374.53M","0.79%"
"Mar 19, 2009","1,161.81","1,180.39","1,186.91","1,158.19","532.38M","-0.70%"
"Mar 18, 2009","1,169.95","1,176.86","1,176.86","1,157.11","519.93M","0.52%"
"Mar 17, 2009","1,163.88","1,140.32","1,166.60","1,132.75","726.61M","3.41%"
"Mar 16, 2009","1,125.46","1,126.09","1,142.58","1,119.33","435.92M","-0.05%"
"Mar 13, 2009","1,126.03","1,137.35","1,147.83","1,124.71","506.11M","-0.21%"
"Mar 12, 2009","1,128.39","1,126.60","1,132.30","1,107.60","536.78M","0.08%"
"Mar 11, 2009","1,127.51","1,122.91","1,127.88","1,118.12","574.16M","3.23%"
"Mar 10, 2009","1,092.20","1,060.61","1,096.59","1,060.61","614.04M","1.91%"
"Mar 09, 2009","1,071.73","1,068.98","1,077.13","1,052.41","457.86M","1.58%"
"Mar 06, 2009","1,055.03","1,036.29","1,059.33","1,036.29","465.69M","-0.30%"
"Mar 05, 2009","1,058.18","1,068.25","1,074.56","1,050.90","509.82M","-0.10%"
"Mar 04, 2009","1,059.26","1,018.90","1,062.69","1,008.67","490.75M","3.29%"
"Mar 03, 2009","1,025.57","993.85","1,029.18","992.69","543.32M","0.66%"
"Mar 02, 2009","1,018.81","1,044.28","1,044.28","1,010.87","413.89M","-4.16%"
"Feb 27, 2009","1,063.03","1,056.71","1,076.81","1,048.05","498.24M","0.78%"
"Feb 26, 2009","1,054.79","1,077.71","1,100.45","1,036.67","574.94M","-1.15%"
"Feb 25, 2009","1,067.08","1,094.70","1,095.73","1,061.60","735.24M","0.30%"
"Feb 24, 2009","1,063.88","1,061.56","1,071.93","1,055.86","576.24M","-3.24%"
"Feb 23, 2009","1,099.55","1,058.54","1,099.55","1,051.52","395.97M","3.15%"
"Feb 20, 2009","1,065.95","1,095.25","1,102.44","1,056.34","587.33M","-3.72%"
"Feb 19, 2009","1,107.10","1,109.99","1,121.27","1,092.96","641.43M","-0.55%"
"Feb 18, 2009","1,113.19","1,111.35","1,120.65","1,096.00","598.13M","-1.24%"
"Feb 17, 2009","1,127.19","1,167.22","1,167.22","1,121.41","546.29M","-4.11%"
"Feb 16, 2009","1,175.47","1,183.52","1,199.50","1,174.73","509.33M","-1.42%"
"Feb 13, 2009","1,192.44","1,179.63","1,192.48","1,165.25","574.72M","1.07%"
"Feb 12, 2009","1,179.84","1,183.68","1,187.35","1,162.58","487.95M","-0.87%"
"Feb 11, 2009","1,190.18","1,168.42","1,193.55","1,162.57","469.61M","-0.72%"
"Feb 10, 2009","1,198.87","1,215.05","1,219.76","1,186.33","468.39M","-0.32%"
"Feb 09, 2009","1,202.69","1,224.44","1,227.73","1,199.93","475.57M","-0.63%"
"Feb 06, 2009","1,210.26","1,199.17","1,210.26","1,190.67","570.68M","2.75%"
"Feb 05, 2009","1,177.88","1,187.05","1,206.73","1,177.88","463.38M","-1.46%"
"Feb 04, 2009","1,195.37","1,183.22","1,195.52","1,176.10","449.97M","2.77%"
"Feb 03, 2009","1,163.20","1,152.94","1,174.28","1,137.83","347.60M","1.42%"
"Feb 02, 2009","1,146.95","1,145.87","1,170.70","1,136.37","374.46M","-1.30%"
"Jan 30, 2009","1,162.11","1,147.57","1,163.76","1,144.52","376.96M","-0.38%"
"Jan 29, 2009","1,166.56","1,165.82","1,179.15","1,160.75","384.62M","0.74%"
"Jan 28, 2009","1,157.98","1,123.23","1,160.19","1,122.33","345.13M","5.91%"
"Jan 23, 2009","1,093.40","1,105.43","1,105.43","1,087.66","268.03M","-2.05%"
"Jan 22, 2009","1,116.23","1,125.22","1,127.35","1,106.74","346.70M","1.14%"
"Jan 21, 2009","1,103.61","1,087.43","1,118.40","1,085.72","334.38M","-2.06%"
"Jan 20, 2009","1,126.81","1,136.16","1,136.48","1,115.07","319.21M","-2.07%"
"Jan 19, 2009","1,150.65","1,146.09","1,159.88","1,141.31","370.04M","1.36%"
"Jan 16, 2009","1,135.20","1,120.69","1,135.79","1,109.69","335.55M","2.15%"
"Jan 15, 2009","1,111.34","1,138.47","1,145.41","1,108.15","366.21M","-6.03%"
"Jan 14, 2009","1,182.68","1,161.01","1,184.52","1,151.80","358.68M","1.28%"
"Jan 13, 2009","1,167.71","1,147.99","1,168.04","1,133.94","381.23M","0.95%"
"Jan 12, 2009","1,156.75","1,170.69","1,177.19","1,150.41","352.58M","-2.05%"
"Jan 09, 2009","1,180.96","1,214.50","1,220.59","1,179.06","443.28M","-2.05%"
"Jan 08, 2009","1,205.70","1,212.70","1,218.43","1,195.15","472.20M","-1.83%"
"Jan 07, 2009","1,228.17","1,198.85","1,228.56","1,195.20","568.34M","2.84%"
"Jan 06, 2009","1,194.28","1,183.52","1,203.59","1,179.94","443.95M","1.76%"
"Jan 05, 2009","1,173.57","1,180.98","1,185.22","1,166.66","414.53M","1.40%"
"Jan 02, 2009","1,157.40","1,132.87","1,157.40","1,118.84","340.54M","2.93%"
