"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 11, 2014","2,034.16","2,046.97","2,052.16","2,034.13","333.41K","-0.74%"
"Sep 05, 2014","2,049.41","2,053.18","2,059.04","2,044.68","343.35K","-0.33%"
"Sep 04, 2014","2,056.26","2,059.05","2,065.27","2,050.79","376.39K","0.25%"
"Sep 03, 2014","2,051.20","2,050.09","2,054.08","2,040.44","337.97K","-0.02%"
"Sep 02, 2014","2,051.58","2,065.97","2,066.00","2,049.15","323.12K","-0.79%"
"Sep 01, 2014","2,067.86","2,067.80","2,072.59","2,062.30","272.47K","-0.03%"
"Aug 29, 2014","2,068.54","2,070.73","2,073.03","2,060.14","301.37K","-0.35%"
"Aug 28, 2014","2,075.76","2,083.03","2,088.86","2,072.14","305.88K","0.04%"
"Aug 27, 2014","2,074.93","2,075.45","2,081.83","2,070.77","337.61K","0.33%"
"Aug 26, 2014","2,068.05","2,069.07","2,072.42","2,065.15","288.91K","0.35%"
"Aug 25, 2014","2,060.89","2,049.16","2,062.23","2,044.20","272.04K","0.20%"
"Aug 22, 2014","2,056.70","2,048.24","2,058.46","2,046.54","277.86K","0.61%"
"Aug 21, 2014","2,044.21","2,067.63","2,068.22","2,041.91","307.79K","-1.38%"
"Aug 20, 2014","2,072.78","2,080.77","2,082.21","2,063.61","315.35K","0.08%"
"Aug 19, 2014","2,071.14","2,065.19","2,074.43","2,064.34","327.12K","0.88%"
"Aug 18, 2014","2,053.13","2,070.95","2,073.05","2,053.13","300.42K","-0.49%"
"Aug 14, 2014","2,063.22","2,065.69","2,073.42","2,056.06","270.85K","0.04%"
"Aug 13, 2014","2,062.36","2,046.68","2,062.36","2,043.11","280.66K","1.02%"
"Aug 12, 2014","2,041.47","2,048.39","2,055.85","2,038.14","312.80K","0.10%"
"Aug 11, 2014","2,039.37","2,048.18","2,048.18","2,037.80","285.84K","0.41%"
"Aug 08, 2014","2,031.10","2,049.51","2,051.06","2,026.56","354.82K","-1.14%"
"Aug 07, 2014","2,054.51","2,062.24","2,063.53","2,047.75","292.94K","-0.30%"
"Aug 06, 2014","2,060.73","2,062.93","2,068.08","2,055.68","377.27K","-0.27%"
"Aug 05, 2014","2,066.26","2,076.17","2,077.73","2,058.92","346.82K","-0.68%"
"Aug 04, 2014","2,080.42","2,080.77","2,083.05","2,067.17","253.20K","0.35%"
"Aug 01, 2014","2,073.10","2,063.71","2,079.81","2,062.54","271.97K","-0.15%"
"Jul 31, 2014","2,076.12","2,081.75","2,090.57","2,070.78","383.73K","-0.31%"
"Jul 30, 2014","2,082.61","2,064.47","2,093.08","2,062.88","343.29K","1.00%"
"Jul 29, 2014","2,061.97","2,054.03","2,065.96","2,053.41","408.77K","0.64%"
"Jul 28, 2014","2,048.81","2,035.96","2,053.84","2,035.96","349.02K","0.74%"
"Jul 25, 2014","2,033.85","2,030.04","2,036.20","2,027.33","282.77K","0.36%"
"Jul 24, 2014","2,026.62","2,032.94","2,034.72","2,021.22","323.59K","-0.08%"
"Jul 23, 2014","2,028.32","2,032.73","2,035.24","2,025.00","353.51K","-0.03%"
"Jul 22, 2014","2,028.93","2,021.18","2,028.93","2,017.76","265.89K","0.52%"
"Jul 21, 2014","2,018.50","2,028.02","2,030.61","2,016.42","274.63K","-0.05%"
"Jul 18, 2014","2,019.42","2,007.12","2,019.42","2,006.01","304.52K","-0.07%"
"Jul 17, 2014","2,020.90","2,020.52","2,025.41","2,018.77","322.69K","0.37%"
"Jul 16, 2014","2,013.48","2,015.67","2,018.05","2,008.99","315.17K","0.04%"
"Jul 15, 2014","2,012.72","2,004.93","2,015.54","2,004.49","361.20K","0.94%"
"Jul 14, 2014","1,993.88","1,998.26","2,001.11","1,993.57","270.39K","0.26%"
"Jul 11, 2014","1,988.74","1,988.93","1,993.46","1,985.53","277.02K","-0.70%"
"Jul 10, 2014","2,002.84","2,004.63","2,006.50","1,999.96","327.64K","0.12%"
"Jul 09, 2014","2,000.50","1,997.57","2,000.89","1,992.42","272.75K","-0.31%"
"Jul 08, 2014","2,006.66","2,003.55","2,009.22","1,997.87","259.36K","0.08%"
"Jul 07, 2014","2,005.12","2,007.53","2,009.32","1,998.03","228.34K","-0.23%"
"Jul 04, 2014","2,009.66","2,018.35","2,018.35","2,005.84","241.51K","-0.07%"
"Jul 03, 2014","2,010.97","2,015.99","2,015.99","2,007.86","259.91K","-0.21%"
"Jul 02, 2014","2,015.28","2,008.00","2,016.36","2,002.40","318.42K","0.81%"
"Jul 01, 2014","1,999.00","1,993.29","1,999.00","1,987.89","238.87K","-0.16%"
"Jun 30, 2014","2,002.21","1,996.13","2,002.21","1,992.65","201.13K","0.69%"
"Jun 27, 2014","1,988.51","1,990.90","1,997.01","1,983.88","218.84K","-0.33%"
"Jun 26, 2014","1,995.05","1,983.00","1,997.08","1,982.48","273.51K","0.67%"
"Jun 25, 2014","1,981.77","1,992.69","1,993.60","1,980.78","336.65K","-0.63%"
"Jun 24, 2014","1,994.35","1,976.24","1,998.31","1,976.24","250.61K","0.98%"
"Jun 23, 2014","1,974.92","1,975.10","1,980.31","1,971.61","231.74K","0.35%"
"Jun 20, 2014","1,968.07","1,990.71","1,990.73","1,965.12","232.66K","-1.20%"
"Jun 19, 2014","1,992.03","1,994.23","1,999.11","1,985.89","257.89K","0.13%"
"Jun 18, 2014","1,989.49","2,002.26","2,002.26","1,987.03","216.85K","-0.60%"
"Jun 17, 2014","2,001.55","1,994.89","2,002.96","1,991.53","236.60K","0.40%"
"Jun 16, 2014","1,993.59","1,986.86","1,995.86","1,985.30","233.60K","0.14%"
"Jun 13, 2014","1,990.85","2,005.55","2,005.55","1,984.04","223.11K","-1.03%"
"Jun 12, 2014","2,011.65","2,013.60","2,015.80","2,003.57","251.88K","-0.15%"
"Jun 11, 2014","2,014.67","2,009.51","2,016.78","2,006.73","238.05K","0.14%"
"Jun 10, 2014","2,011.80","2,000.89","2,011.87","1,996.21","234.93K","1.09%"
"Jun 09, 2014","1,990.04","2,004.73","2,008.86","1,986.53","209.61K","-0.27%"
"Jun 05, 2014","1,995.48","2,007.20","2,007.20","1,986.95","222.09K","-0.65%"
"Jun 03, 2014","2,008.56","2,006.31","2,008.56","1,990.72","266.75K","0.33%"
"Jun 02, 2014","2,002.00","1,998.81","2,006.93","1,995.69","265.59K","0.35%"
"May 30, 2014","1,994.96","2,015.37","2,019.17","1,994.96","247.32K","-0.86%"
"May 29, 2014","2,012.26","2,020.67","2,021.96","2,009.23","228.54K","-0.24%"
"May 28, 2014","2,017.06","2,000.26","2,017.06","1,997.89","210.65K","0.97%"
"May 27, 2014","1,997.63","2,014.87","2,016.73","1,988.44","221.79K","-0.63%"
"May 26, 2014","2,010.35","2,016.21","2,020.96","2,008.14","196.58K","-0.34%"
"May 23, 2014","2,017.17","2,013.09","2,017.96","2,011.76","241.81K","0.08%"
"May 22, 2014","2,015.59","2,015.41","2,022.59","2,011.60","231.08K","0.36%"
"May 21, 2014","2,008.33","2,003.48","2,015.63","2,001.74","224.09K","-0.15%"
"May 20, 2014","2,011.26","2,011.85","2,014.46","2,004.32","248.34K","-0.19%"
"May 19, 2014","2,015.14","2,013.79","2,015.53","2,002.89","265.60K","0.08%"
"May 16, 2014","2,013.44","2,003.48","2,013.44","1,997.27","232.53K","0.16%"
"May 15, 2014","2,010.20","2,007.88","2,015.37","2,006.38","259.39K","-0.03%"
"May 14, 2014","2,010.83","1,990.99","2,010.85","1,990.79","233.87K","1.41%"
"May 13, 2014","1,982.93","1,973.08","1,988.41","1,969.60","242.16K","0.92%"
"May 12, 2014","1,964.94","1,956.26","1,966.64","1,950.91","201.64K","0.43%"
"May 09, 2014","1,956.55","1,953.48","1,958.34","1,949.64","205.21K","0.31%"
"May 08, 2014","1,950.60","1,945.94","1,950.60","1,934.72","222.43K","0.55%"
"May 07, 2014","1,939.88","1,964.19","1,964.19","1,939.55","193.04K","-1.00%"
"May 02, 2014","1,959.44","1,966.29","1,968.50","1,956.32","179.54K","-0.12%"
"Apr 30, 2014","1,961.79","1,973.56","1,974.33","1,955.15","227.32K","-0.15%"
"Apr 29, 2014","1,964.77","1,974.67","1,976.17","1,960.36","177.61K","-0.23%"
"Apr 28, 2014","1,969.26","1,969.04","1,976.56","1,969.04","168.83K","-0.12%"
"Apr 25, 2014","1,971.66","1,996.61","1,996.64","1,971.66","208.36K","-1.34%"
"Apr 24, 2014","1,998.34","2,006.38","2,007.17","1,993.18","235.07K","-0.10%"
"Apr 23, 2014","2,000.37","2,010.06","2,013.09","1,999.78","241.73K","-0.19%"
"Apr 22, 2014","2,004.22","2,000.94","2,004.42","1,991.47","212.02K","0.25%"
"Apr 21, 2014","1,999.22","2,006.21","2,006.95","1,993.53","205.58K","-0.25%"
"Apr 18, 2014","2,004.28","1,998.52","2,005.22","1,998.26","206.51K","0.61%"
"Apr 17, 2014","1,992.05","2,000.47","2,001.29","1,984.98","200.19K","-0.01%"
"Apr 16, 2014","1,992.21","1,994.31","1,995.86","1,986.25","230.74K","-0.00%"
"Apr 15, 2014","1,992.27","2,008.49","2,009.04","1,990.34","194.53K","-0.24%"
"Apr 14, 2014","1,997.02","1,993.81","2,001.00","1,993.07","205.71K","-0.02%"
"Apr 11, 2014","1,997.44","1,985.28","1,997.44","1,985.16","218.13K","-0.56%"
"Apr 10, 2014","2,008.61","2,007.71","2,008.98","1,995.79","232.45K","0.48%"
"Apr 09, 2014","1,998.95","1,997.98","2,001.15","1,992.12","233.70K","0.30%"
"Apr 08, 2014","1,993.03","1,977.61","1,994.58","1,977.61","218.15K","0.17%"
"Apr 07, 2014","1,989.70","1,984.29","1,992.18","1,978.63","186.35K","0.08%"
"Apr 04, 2014","1,988.09","1,987.84","1,993.96","1,985.76","225.64K","-0.28%"
"Apr 03, 2014","1,993.70","1,999.42","2,007.88","1,992.16","225.73K","-0.18%"
"Apr 02, 2014","1,997.25","2,000.13","2,001.26","1,995.08","220.91K","0.26%"
"Apr 01, 2014","1,991.98","1,983.78","1,991.98","1,976.06","214.64K","0.32%"
"Mar 31, 2014","1,985.61","1,988.73","1,989.80","1,973.05","241.04K","0.23%"
"Mar 28, 2014","1,981.00","1,972.63","1,985.50","1,971.25","244.60K","0.15%"
"Mar 27, 2014","1,977.97","1,963.66","1,979.70","1,963.10","218.06K","0.70%"
"Mar 26, 2014","1,964.31","1,954.60","1,965.44","1,953.69","248.95K","1.19%"
"Mar 25, 2014","1,941.25","1,940.90","1,946.09","1,936.62","225.16K","-0.22%"
"Mar 24, 2014","1,945.55","1,937.06","1,950.54","1,937.06","228.28K","0.55%"
"Mar 21, 2014","1,934.94","1,930.24","1,935.18","1,927.85","252.87K","0.80%"
"Mar 20, 2014","1,919.52","1,934.15","1,934.63","1,919.37","220.60K","-0.94%"
"Mar 19, 2014","1,937.68","1,947.34","1,948.15","1,935.27","249.08K","-0.13%"
"Mar 18, 2014","1,940.21","1,941.12","1,946.14","1,931.83","274.29K","0.66%"
"Mar 17, 2014","1,927.53","1,921.15","1,928.43","1,919.61","214.93K","0.40%"
"Mar 14, 2014","1,919.90","1,916.07","1,927.89","1,913.64","254.03K","-0.75%"
"Mar 13, 2014","1,934.38","1,940.35","1,946.28","1,931.75","259.62K","0.10%"
"Mar 12, 2014","1,932.54","1,957.67","1,958.09","1,930.48","329.92K","-1.60%"
"Mar 11, 2014","1,963.87","1,957.22","1,963.87","1,951.20","247.47K","0.48%"
"Mar 10, 2014","1,954.42","1,967.63","1,967.66","1,951.96","214.94K","-1.03%"
"Mar 07, 2014","1,974.68","1,979.70","1,983.53","1,968.66","231.56K","-0.05%"
"Mar 06, 2014","1,975.62","1,973.67","1,975.62","1,968.17","193.74K","0.22%"
"Mar 05, 2014","1,971.24","1,973.28","1,977.30","1,970.28","197.70K","0.88%"
"Mar 04, 2014","1,954.11","1,954.58","1,963.56","1,952.61","200.37K","-0.54%"
"Mar 03, 2014","1,964.69","1,967.90","1,969.16","1,955.11","222.62K","-0.77%"
"Feb 28, 2014","1,979.99","1,976.48","1,981.15","1,972.65","252.83K","0.08%"
"Feb 27, 2014","1,978.43","1,969.85","1,980.37","1,965.70","201.06K","0.39%"
"Feb 26, 2014","1,970.77","1,963.45","1,973.88","1,955.92","209.15K","0.30%"
"Feb 25, 2014","1,964.86","1,958.30","1,964.86","1,955.70","226.04K","0.81%"
"Feb 24, 2014","1,949.05","1,958.06","1,961.41","1,943.86","193.81K","-0.45%"
"Feb 21, 2014","1,957.83","1,948.03","1,957.83","1,946.68","216.32K","1.41%"
"Feb 20, 2014","1,930.57","1,932.90","1,941.13","1,927.53","232.32K","-0.64%"
"Feb 19, 2014","1,942.93","1,944.70","1,944.70","1,932.44","213.56K","-0.20%"
"Feb 18, 2014","1,946.91","1,946.88","1,951.06","1,935.60","200.45K","0.03%"
"Feb 17, 2014","1,946.36","1,951.74","1,955.04","1,942.94","215.47K","0.31%"
"Feb 14, 2014","1,940.28","1,930.14","1,946.81","1,930.14","216.59K","0.69%"
"Feb 13, 2014","1,926.96","1,936.62","1,944.73","1,924.39","187.86K","-0.46%"
"Feb 12, 2014","1,935.84","1,942.23","1,942.23","1,933.54","225.37K","0.20%"
"Feb 11, 2014","1,932.06","1,924.45","1,935.29","1,920.55","226.38K","0.46%"
"Feb 10, 2014","1,923.30","1,928.13","1,928.39","1,916.40","207.96K","0.04%"
"Feb 07, 2014","1,922.50","1,922.45","1,923.25","1,910.90","272.96K","0.77%"
"Feb 06, 2014","1,907.89","1,897.35","1,910.91","1,897.35","259.44K","0.88%"
"Feb 05, 2014","1,891.32","1,897.95","1,901.40","1,888.47","244.03K","0.24%"
"Feb 04, 2014","1,886.85","1,894.96","1,898.08","1,885.53","250.98K","-1.72%"
"Feb 03, 2014","1,919.96","1,930.09","1,931.81","1,917.64","229.65K","-1.09%"
"Jan 29, 2014","1,941.15","1,925.93","1,941.71","1,925.52","219.93K","1.26%"
"Jan 28, 2014","1,916.93","1,907.18","1,919.26","1,904.05","270.49K","0.34%"
"Jan 27, 2014","1,910.34","1,905.91","1,918.68","1,899.76","340.43K","-1.56%"
"Jan 24, 2014","1,940.56","1,941.55","1,947.01","1,924.49","279.24K","-0.36%"
"Jan 23, 2014","1,947.59","1,968.77","1,969.04","1,947.01","229.39K","-1.16%"
"Jan 22, 2014","1,970.42","1,960.46","1,970.42","1,959.57","243.86K","0.33%"
"Jan 21, 2014","1,963.89","1,955.26","1,965.43","1,949.56","289.33K","0.52%"
"Jan 20, 2014","1,953.78","1,945.99","1,955.28","1,934.38","279.53K","0.48%"
"Jan 17, 2014","1,944.48","1,958.50","1,962.64","1,943.13","260.91K","-0.66%"
"Jan 16, 2014","1,957.32","1,957.91","1,965.27","1,955.79","379.57K","0.21%"
"Jan 15, 2014","1,953.28","1,956.43","1,956.84","1,945.87","250.87K","0.37%"
"Jan 14, 2014","1,946.07","1,942.79","1,961.73","1,939.31","244.06K","-0.15%"
"Jan 13, 2014","1,948.92","1,947.38","1,954.07","1,942.83","267.94K","0.54%"
"Jan 10, 2014","1,938.54","1,949.53","1,956.97","1,931.16","262.99K","-0.39%"
"Jan 09, 2014","1,946.11","1,962.30","1,964.59","1,946.11","276.40K","-0.66%"
"Jan 08, 2014","1,958.96","1,965.50","1,966.95","1,950.02","217.07K","-0.02%"
"Jan 07, 2014","1,959.44","1,947.65","1,965.74","1,947.08","193.03K","0.32%"
"Jan 06, 2014","1,953.28","1,947.62","1,961.85","1,943.74","193.63K","0.37%"
"Jan 03, 2014","1,946.14","1,963.72","1,964.63","1,936.15","188.53K","-1.07%"
"Jan 02, 2014","1,967.19","2,013.11","2,013.89","1,967.19","207.77K","-2.20%"
"Dec 31, 2013","2,011.34","2,004.32","2,011.34","1,998.61","172.23K","0.00%"
"Dec 30, 2013","2,011.34","2,004.32","2,011.34","1,998.61","172.23K","0.45%"
"Dec 27, 2013","2,002.28","1,994.05","2,004.55","1,987.58","207.77K","0.15%"
"Dec 26, 2013","1,999.30","2,004.25","2,009.96","1,997.34","230.53K","-0.11%"
"Dec 24, 2013","2,001.59","2,000.24","2,007.34","1,994.34","214.69K","0.24%"
"Dec 23, 2013","1,996.89","1,993.45","2,000.07","1,989.00","223.00K","0.68%"
"Dec 20, 2013","1,983.35","1,973.12","1,984.44","1,972.59","247.06K","0.39%"
"Dec 19, 2013","1,975.65","1,996.79","1,997.02","1,969.95","255.82K","0.05%"
"Dec 18, 2013","1,974.63","1,971.85","1,982.42","1,966.18","258.66K","0.45%"
"Dec 17, 2013","1,965.74","1,977.94","1,979.62","1,962.22","253.89K","0.23%"
"Dec 16, 2013","1,961.15","1,960.60","1,970.25","1,956.63","213.51K","-0.09%"
"Dec 13, 2013","1,962.91","1,963.04","1,963.81","1,947.44","234.10K","-0.26%"
"Dec 12, 2013","1,967.93","1,966.44","1,970.51","1,958.99","255.08K","-0.51%"
"Dec 11, 2013","1,977.97","1,987.22","2,000.15","1,972.87","231.37K","-0.78%"
"Dec 10, 2013","1,993.45","2,000.03","2,001.33","1,989.41","200.96K","-0.35%"
"Dec 09, 2013","2,000.38","2,000.52","2,003.97","1,997.58","230.27K","1.01%"
"Dec 06, 2013","1,980.41","1,982.99","1,990.55","1,980.40","201.90K","-0.22%"
"Dec 05, 2013","1,984.77","1,993.73","1,994.32","1,971.44","217.67K","-0.10%"
"Dec 04, 2013","1,986.80","1,998.69","2,006.71","1,986.80","230.33K","-1.12%"
"Dec 03, 2013","2,009.36","2,023.62","2,028.07","2,008.55","294.95K","-1.05%"
"Dec 02, 2013","2,030.78","2,050.45","2,052.88","2,029.10","229.69K","-0.69%"
"Nov 29, 2013","2,044.87","2,044.85","2,050.70","2,038.46","245.37K","-0.04%"
"Nov 28, 2013","2,045.77","2,039.73","2,047.66","2,037.73","276.27K","0.84%"
"Nov 27, 2013","2,028.81","2,016.28","2,028.81","2,010.84","284.08K","0.31%"
"Nov 26, 2013","2,022.64","2,008.19","2,022.66","1,998.90","275.31K","0.33%"
"Nov 25, 2013","2,015.98","2,020.00","2,031.11","2,015.98","295.51K","0.49%"
"Nov 22, 2013","2,006.23","2,002.15","2,011.20","1,992.48","350.98K","0.62%"
"Nov 21, 2013","1,993.78","2,013.71","2,013.71","1,985.65","292.67K","-1.16%"
"Nov 20, 2013","2,017.24","2,028.34","2,029.61","2,010.74","334.80K","-0.71%"
"Nov 19, 2013","2,031.64","2,009.95","2,033.91","2,009.47","402.80K","1.04%"
"Nov 18, 2013","2,010.81","2,014.24","2,018.17","2,009.76","313.97K","0.26%"
"Nov 15, 2013","2,005.64","1,980.99","2,006.31","1,980.99","264.69K","1.94%"
"Nov 14, 2013","1,967.56","1,980.20","1,981.89","1,963.42","323.11K","0.20%"
"Nov 13, 2013","1,963.56","1,993.16","1,993.16","1,963.56","251.54K","-1.60%"
"Nov 12, 2013","1,995.48","1,983.94","2,000.41","1,983.89","247.35K","0.92%"
"Nov 11, 2013","1,977.30","1,995.86","1,995.86","1,973.05","286.22K","-0.38%"
"Nov 08, 2013","1,984.87","1,987.21","1,998.59","1,984.86","287.31K","-0.96%"
"Nov 07, 2013","2,004.04","2,014.85","2,017.55","2,000.60","310.95K","-0.48%"
"Nov 06, 2013","2,013.67","2,015.32","2,023.52","2,011.41","273.69K","-0.01%"
"Nov 05, 2013","2,013.93","2,027.62","2,029.60","2,010.20","257.82K","-0.56%"
"Nov 04, 2013","2,025.17","2,035.08","2,035.84","2,022.91","235.24K","-0.70%"
"Nov 01, 2013","2,039.42","2,037.25","2,041.23","2,030.57","294.19K","0.46%"
"Oct 31, 2013","2,030.09","2,050.96","2,055.59","2,030.09","254.50K","-1.43%"
"Oct 30, 2013","2,059.58","2,055.00","2,059.58","2,043.93","263.43K","0.38%"
"Oct 29, 2013","2,051.76","2,046.67","2,053.78","2,039.46","307.65K","0.18%"
"Oct 28, 2013","2,048.14","2,037.28","2,048.14","2,030.90","257.53K","0.68%"
"Oct 25, 2013","2,034.39","2,047.46","2,047.46","2,023.82","234.84K","-0.60%"
"Oct 24, 2013","2,046.69","2,034.96","2,046.69","2,027.93","254.85K","0.54%"
"Oct 23, 2013","2,035.75","2,062.81","2,063.28","2,035.75","367.99K","-0.99%"
"Oct 22, 2013","2,056.12","2,051.01","2,056.12","2,045.45","378.78K","0.15%"
"Oct 21, 2013","2,053.01","2,054.16","2,060.18","2,047.83","281.93K","0.03%"
"Oct 18, 2013","2,052.40","2,046.56","2,052.40","2,041.36","257.59K","0.58%"
"Oct 17, 2013","2,040.61","2,051.19","2,052.44","2,035.96","306.93K","0.29%"
"Oct 16, 2013","2,034.61","2,040.03","2,049.50","2,033.75","267.49K","-0.31%"
"Oct 15, 2013","2,040.96","2,034.69","2,045.50","2,033.84","233.62K","1.02%"
"Oct 14, 2013","2,020.27","2,026.07","2,026.79","2,019.65","220.74K","-0.23%"
"Oct 11, 2013","2,024.90","2,018.01","2,028.11","2,012.66","254.29K","1.17%"
"Oct 10, 2013","2,001.40","2,000.91","2,010.00","1,997.66","222.68K","-0.07%"
"Oct 08, 2013","2,002.76","1,987.97","2,002.78","1,981.21","329.57K","0.42%"
"Oct 07, 2013","1,994.42","1,997.17","2,002.61","1,991.02","249.77K","-0.13%"
"Oct 04, 2013","1,996.98","1,999.92","2,004.65","1,985.63","241.07K","-0.12%"
"Oct 02, 2013","1,999.47","2,012.07","2,012.82","1,999.02","238.25K","0.03%"
"Oct 01, 2013","1,998.87","1,997.62","2,012.52","1,991.22","281.27K","0.10%"
"Sep 30, 2013","1,996.96","2,002.02","2,005.41","1,994.22","292.78K","-0.74%"
"Sep 27, 2013","2,011.80","2,012.26","2,016.34","2,008.25","282.34K","0.22%"
"Sep 26, 2013","2,007.32","1,992.10","2,007.32","1,991.10","255.55K","0.46%"
"Sep 25, 2013","1,998.06","2,004.53","2,006.88","1,988.87","294.75K","-0.45%"
"Sep 24, 2013","2,007.10","2,001.51","2,011.11","1,990.36","309.36K","-0.11%"
"Sep 23, 2013","2,009.41","2,000.72","2,015.18","1,994.77","249.54K","0.19%"
"Sep 17, 2013","2,005.58","2,009.31","2,009.31","1,994.31","264.66K","-0.39%"
"Sep 16, 2013","2,013.37","2,011.69","2,018.02","2,004.45","248.50K","0.96%"
"Sep 13, 2013","1,994.32","1,994.95","2,004.87","1,992.26","253.92K","-0.49%"
"Sep 12, 2013","2,004.06","2,004.67","2,017.48","1,995.16","359.26K","0.01%"
"Sep 11, 2013","2,003.85","1,995.96","2,003.85","1,987.40","299.41K","0.49%"
"Sep 10, 2013","1,994.06","1,978.08","1,994.06","1,974.59","264.33K","0.98%"
"Sep 09, 2013","1,974.67","1,964.09","1,974.67","1,962.62","270.74K","0.99%"
"Sep 06, 2013","1,955.31","1,954.11","1,962.15","1,949.01","324.99K","0.19%"
"Sep 05, 2013","1,951.65","1,943.66","1,954.21","1,937.82","286.74K","0.96%"
"Sep 04, 2013","1,933.03","1,929.60","1,938.26","1,921.93","284.19K","-0.04%"
"Sep 03, 2013","1,933.74","1,934.24","1,940.99","1,928.09","300.06K","0.46%"
"Sep 02, 2013","1,924.81","1,925.32","1,932.46","1,921.01","243.99K","-0.08%"
"Aug 30, 2013","1,926.36","1,918.91","1,926.37","1,910.37","300.93K","0.99%"
"Aug 29, 2013","1,907.54","1,892.03","1,914.90","1,891.59","301.70K","1.22%"
"Aug 28, 2013","1,884.52","1,862.51","1,885.35","1,861.56","378.29K","-0.07%"
"Aug 27, 2013","1,885.84","1,883.71","1,896.63","1,881.44","409.26K","-0.11%"
"Aug 26, 2013","1,887.86","1,876.59","1,890.38","1,876.59","316.30K","0.95%"
"Aug 23, 2013","1,870.16","1,861.58","1,876.14","1,854.67","374.96K","1.14%"
"Aug 22, 2013","1,849.12","1,847.94","1,858.50","1,838.52","425.95K","-0.98%"
"Aug 21, 2013","1,867.46","1,891.01","1,894.74","1,863.60","411.24K","-1.08%"
"Aug 20, 2013","1,887.85","1,910.30","1,923.42","1,885.93","350.35K","-1.55%"
"Aug 19, 2013","1,917.64","1,917.32","1,918.71","1,909.80","302.12K","-0.13%"
"Aug 16, 2013","1,920.11","1,903.72","1,927.59","1,901.70","348.50K","-0.20%"
"Aug 14, 2013","1,923.91","1,912.59","1,925.10","1,908.92","363.33K","0.57%"
"Aug 13, 2013","1,913.03","1,893.42","1,913.03","1,890.78","362.60K","1.50%"
"Aug 12, 2013","1,884.83","1,878.50","1,894.42","1,878.33","297.51K","0.22%"
"Aug 09, 2013","1,880.71","1,884.57","1,888.79","1,876.07","283.47K","-0.17%"
"Aug 08, 2013","1,883.97","1,884.58","1,896.07","1,879.13","338.17K","0.30%"
"Aug 07, 2013","1,878.33","1,892.47","1,895.50","1,878.33","312.43K","-1.48%"
"Aug 06, 2013","1,906.62","1,914.06","1,914.06","1,895.87","294.65K","-0.50%"
"Aug 05, 2013","1,916.22","1,920.83","1,925.60","1,915.69","233.99K","-0.37%"
"Aug 02, 2013","1,923.38","1,936.26","1,939.28","1,920.98","298.15K","0.14%"
"Aug 01, 2013","1,920.74","1,916.56","1,925.32","1,906.74","336.06K","0.35%"
"Jul 31, 2013","1,914.03","1,915.47","1,920.60","1,910.82","384.14K","-0.16%"
"Jul 30, 2013","1,917.05","1,901.88","1,917.11","1,900.54","366.88K","0.90%"
"Jul 29, 2013","1,899.89","1,908.66","1,912.57","1,899.02","337.59K","-0.57%"
"Jul 26, 2013","1,910.81","1,912.05","1,915.97","1,902.47","320.16K","0.06%"
"Jul 25, 2013","1,909.61","1,906.57","1,913.91","1,904.44","312.00K","-0.13%"
"Jul 24, 2013","1,912.08","1,904.07","1,914.41","1,901.15","322.15K","0.42%"
"Jul 23, 2013","1,904.15","1,890.55","1,904.15","1,885.57","352.40K","1.27%"
"Jul 22, 2013","1,880.35","1,880.81","1,894.41","1,873.17","356.94K","0.48%"
"Jul 19, 2013","1,871.41","1,880.44","1,881.40","1,861.43","319.62K","-0.22%"
"Jul 18, 2013","1,875.48","1,883.07","1,885.01","1,870.78","380.29K","-0.64%"
"Jul 17, 2013","1,887.49","1,871.29","1,894.70","1,856.55","382.92K","1.13%"
"Jul 16, 2013","1,866.36","1,875.53","1,875.68","1,860.37","303.33K","-0.47%"
"Jul 15, 2013","1,875.16","1,870.26","1,877.46","1,847.82","330.03K","0.28%"
"Jul 12, 2013","1,869.98","1,873.66","1,873.66","1,863.40","265.99K","-0.41%"
"Jul 11, 2013","1,877.60","1,840.34","1,877.60","1,840.34","331.47K","2.93%"
"Jul 10, 2013","1,824.16","1,835.94","1,836.91","1,818.94","267.90K","-0.34%"
"Jul 09, 2013","1,830.35","1,828.63","1,831.35","1,815.03","257.90K","0.74%"
"Jul 08, 2013","1,816.85","1,830.81","1,840.57","1,809.72","303.58K","-0.90%"
"Jul 05, 2013","1,833.31","1,848.97","1,857.39","1,828.75","285.64K","-0.32%"
"Jul 04, 2013","1,839.14","1,830.49","1,840.38","1,825.62","313.02K","0.79%"
"Jul 03, 2013","1,824.66","1,854.29","1,860.46","1,823.10","405.80K","-1.64%"
"Jul 02, 2013","1,855.02","1,861.26","1,867.18","1,850.29","483.16K","-0.04%"
"Jul 01, 2013","1,855.73","1,851.57","1,866.63","1,850.03","220.88K","-0.41%"
"Jun 28, 2013","1,863.32","1,844.60","1,864.09","1,844.60","251.09K","1.56%"
"Jun 27, 2013","1,834.70","1,809.55","1,839.52","1,809.40","286.26K","2.87%"
"Jun 26, 2013","1,783.45","1,799.74","1,799.74","1,772.49","296.94K","0.16%"
"Jun 25, 2013","1,780.63","1,790.33","1,807.62","1,770.53","332.24K","-1.02%"
"Jun 24, 2013","1,799.01","1,821.22","1,821.22","1,798.98","220.94K","-1.31%"
"Jun 21, 2013","1,822.83","1,806.40","1,823.99","1,806.02","290.46K","-1.49%"
